Electronics,Programming,Database,Data Science,Mathematics,DSA,Student Name
75,34,59,85,43,4,Student5854
13,38,9,89,70,23,Student5855
29,43,22,29,44,49,Student5856
90,99,26,12,52,72,Student5857
76,30,17,72,7,72,Student5858
5,87,21,21,91,96,Student5859
15,75,31,43,48,51,Student5860
39,5,26,98,95,10,Student5861
88,48,38,44,85,7,Student5862
55,0,22,65,49,58,Student5863
38,18,39,55,24,58,Student5864
50,27,9,47,9,28,Student5865
80,31,80,61,81,16,Student5866
82,45,0,97,11,17,Student5867
43,81,97,79,10,26,Student5868
38,20,44,91,17,70,Student5869
44,20,4,99,17,1,Student5870
20,72,63,38,57,98,Student5871
69,61,9,36,25,87,Student5872
18,56,86,51,63,47,Student5873
61,15,77,95,48,36,Student5874
45,43,81,72,92,81,Student5875
70,33,32,58,40,42,Student5876
82,85,12,73,83,31,Student5877
100,3,57,58,16,36,Student5878
46,98,85,39,22,28,Student5879
45,82,57,27,96,33,Student5880
79,71,52,36,45,27,Student5881
86,27,91,100,90,89,Student5882
26,76,56,100,60,75,Student5883
65,8,29,94,36,23,Student5884
59,17,71,54,27,83,Student5885
81,60,2,13,24,76,Student5886
39,63,27,1,36,20,Student5887
95,42,2,79,23,35,Student5888
28,80,38,66,74,70,Student5889
73,20,22,96,42,50,Student5890
6,73,34,27,79,59,Student5891
11,15,98,77,35,29,Student5892
8,38,2,59,33,70,Student5893
47,11,64,84,92,24,Student5894
40,97,69,49,70,37,Student5895
95,78,16,5,1,56,Student5896
1,27,84,15,2,21,Student5897
43,99,77,35,65,21,Student5898
20,46,30,75,23,25,Student5899
63,8,22,5,69,60,Student5900
96,36,74,40,23,28,Student5901
70,51,34,44,28,65,Student5902
94,42,52,66,62,54,Student5903
64,1,62,59,56,30,Student5904
16,25,88,97,5,39,Student5905
33,38,19,5,49,58,Student5906
50,99,73,12,32,44,Student5907
43,1,48,43,86,3,Student5908
16,73,100,77,72,35,Student5909
91,92,52,81,21,51,Student5910
40,12,47,5,22,10,Student5911
5,96,9,62,74,8,Student5912
18,54,93,84,24,40,Student5913
2,56,11,90,91,11,Student5914
23,93,19,39,0,35,Student5915
95,100,99,15,95,90,Student5916
67,68,59,57,80,44,Student5917
60,60,59,60,41,2,Student5918
66,84,14,42,1,41,Student5919
36,62,87,98,92,39,Student5920
57,28,45,74,36,91,Student5921
16,96,70,76,26,31,Student5922
29,26,95,75,24,61,Student5923
22,83,0,3,23,60,Student5924
83,43,63,87,45,85,Student5925
27,80,52,85,19,93,Student5926
80,77,45,53,14,4,Student5927
66,33,33,99,52,39,Student5928
13,79,21,90,6,64,Student5929
27,92,74,53,86,46,Student5930
5,56,39,16,39,22,Student5931
86,66,28,76,74,45,Student5932
69,40,40,5,77,5,Student5933
90,10,38,67,95,81,Student5934
18,66,98,59,97,8,Student5935
62,53,69,100,18,28,Student5936
67,5,89,37,25,21,Student5937
71,43,86,35,0,20,Student5938
72,39,70,32,69,2,Student5939
93,53,100,49,88,68,Student5940
16,31,55,65,43,98,Student5941
30,5,27,26,17,87,Student5942
85,27,95,63,70,78,Student5943
37,14,95,26,3,16,Student5944
40,3,8,32,56,34,Student5945
65,31,34,8,31,99,Student5946
66,29,67,52,83,61,Student5947
95,79,62,5,99,24,Student5948
72,6,56,2,37,38,Student5949
68,80,22,96,17,16,Student5950
50,13,11,10,65,80,Student5951
28,58,65,64,44,0,Student5952
39,16,39,98,21,35,Student5953
65,83,93,50,65,32,Student5954
39,47,76,30,73,19,Student5955
38,44,67,13,54,3,Student5956
52,87,32,55,44,66,Student5957
60,68,40,56,7,68,Student5958
13,56,44,53,15,67,Student5959
44,74,78,29,66,4,Student5960
29,50,64,20,5,45,Student5961
80,76,53,21,71,86,Student5962
100,52,41,15,75,20,Student5963
39,77,20,88,83,96,Student5964
52,7,66,34,16,46,Student5965
48,11,80,3,61,13,Student5966
40,85,46,74,27,19,Student5967
48,4,25,5,91,76,Student5968
26,75,28,3,37,65,Student5969
38,64,49,19,100,9,Student5970
74,42,20,74,55,60,Student5971
13,97,4,65,96,65,Student5972
81,90,47,54,70,5,Student5973
85,67,99,21,81,0,Student5974
98,64,2,97,26,92,Student5975
45,64,64,29,50,11,Student5976
15,42,63,13,73,66,Student5977
53,49,68,88,41,13,Student5978
27,44,95,0,29,51,Student5979
66,54,49,67,83,25,Student5980
4,41,5,23,71,51,Student5981
25,53,20,23,27,25,Student5982
42,20,62,50,29,68,Student5983
8,50,18,72,87,58,Student5984
69,49,45,81,88,53,Student5985
10,11,82,70,22,64,Student5986
5,40,18,66,28,36,Student5987
44,70,57,33,41,26,Student5988
53,71,13,68,48,33,Student5989
23,60,88,25,39,92,Student5990
82,44,33,0,19,58,Student5991
1,73,45,0,29,12,Student5992
69,91,39,7,44,77,Student5993
57,83,72,44,19,3,Student5994
73,99,0,1,74,1,Student5995
69,43,19,100,52,87,Student5996
49,72,51,1,97,14,Student5997
95,3,91,64,2,68,Student5998
78,40,53,52,25,38,Student5999
48,52,25,39,64,43,Student6000
27,7,84,11,84,33,Student6001
20,95,14,26,0,23,Student6002
14,72,78,81,60,90,Student6003
20,11,23,63,23,54,Student6004
20,45,87,56,78,94,Student6005
89,37,22,21,67,18,Student6006
70,75,68,81,9,15,Student6007
42,52,0,78,40,56,Student6008
27,7,84,54,93,19,Student6009
68,44,88,5,68,100,Student6010
71,19,0,91,76,35,Student6011
60,92,62,99,77,40,Student6012
88,94,51,70,27,80,Student6013
68,42,79,57,25,74,Student6014
23,39,81,97,78,53,Student6015
15,44,92,90,68,46,Student6016
17,37,26,21,30,70,Student6017
97,46,61,58,73,87,Student6018
73,60,89,0,88,88,Student6019
15,55,31,71,37,90,Student6020
95,46,67,91,86,38,Student6021
52,75,13,75,60,68,Student6022
50,91,97,11,13,0,Student6023
12,3,35,57,42,24,Student6024
79,71,8,79,96,18,Student6025
50,40,80,5,62,20,Student6026
70,96,23,31,3,34,Student6027
94,47,14,66,50,89,Student6028
33,65,2,30,48,55,Student6029
95,65,46,97,18,8,Student6030
18,29,21,84,17,30,Student6031
33,91,41,9,18,7,Student6032
49,55,61,16,70,74,Student6033
32,51,60,91,42,5,Student6034
7,33,32,67,41,38,Student6035
19,23,44,90,48,81,Student6036
14,33,9,97,22,2,Student6037
98,11,67,53,74,18,Student6038
59,8,99,66,3,67,Student6039
16,12,44,9,51,34,Student6040
23,44,25,51,75,95,Student6041
55,39,0,65,19,23,Student6042
66,48,74,22,77,57,Student6043
33,47,8,97,51,7,Student6044
58,40,23,65,30,39,Student6045
56,1,9,76,40,44,Student6046
24,94,92,36,34,80,Student6047
56,62,86,86,68,89,Student6048
12,36,76,25,42,44,Student6049
16,86,49,36,95,67,Student6050
78,47,40,84,38,4,Student6051
83,25,4,88,43,23,Student6052
50,67,94,2,58,37,Student6053
19,28,70,67,78,20,Student6054
38,99,80,80,84,84,Student6055
13,43,74,17,59,35,Student6056
95,90,39,1,60,62,Student6057
98,95,81,84,73,99,Student6058
90,63,18,51,7,58,Student6059
35,62,24,29,64,100,Student6060
11,4,50,39,0,90,Student6061
45,32,12,85,66,56,Student6062
36,90,17,68,91,41,Student6063
44,99,25,11,61,36,Student6064
93,5,64,30,95,26,Student6065
65,63,59,82,1,46,Student6066
0,80,10,69,13,69,Student6067
57,54,11,19,13,79,Student6068
100,48,19,35,100,6,Student6069
22,49,61,23,56,98,Student6070
11,84,6,97,17,15,Student6071
30,6,19,10,36,97,Student6072
45,69,73,71,69,74,Student6073
31,16,83,26,9,93,Student6074
62,33,74,67,96,64,Student6075
65,26,69,42,79,65,Student6076
72,66,31,45,89,90,Student6077
56,75,43,38,15,98,Student6078
43,72,97,98,76,81,Student6079
98,17,58,28,5,97,Student6080
67,63,86,21,74,86,Student6081
8,90,8,55,27,12,Student6082
39,12,3,60,24,83,Student6083
64,12,81,57,72,51,Student6084
53,3,80,44,87,73,Student6085
29,36,59,96,40,91,Student6086
29,45,57,3,96,77,Student6087
16,91,78,81,22,81,Student6088
3,75,46,6,57,45,Student6089
35,13,28,12,45,87,Student6090
67,20,38,95,82,75,Student6091
80,79,95,40,62,6,Student6092
45,31,69,9,23,86,Student6093
30,76,11,63,26,50,Student6094
1,6,73,73,19,62,Student6095
52,91,64,58,37,77,Student6096
42,98,86,38,62,97,Student6097
53,77,96,7,28,18,Student6098
56,56,32,54,67,61,Student6099
23,24,71,70,10,28,Student6100
18,39,26,40,48,79,Student6101
68,90,21,91,68,49,Student6102
53,50,81,85,50,51,Student6103
94,1,64,5,4,98,Student6104
39,69,83,41,10,100,Student6105
98,58,66,39,29,14,Student6106
99,51,76,74,7,0,Student6107
82,23,79,64,65,59,Student6108
34,97,30,40,59,10,Student6109
72,13,1,44,84,94,Student6110
9,79,52,48,30,70,Student6111
28,48,39,92,10,2,Student6112
69,20,11,97,81,24,Student6113
12,89,71,97,44,84,Student6114
9,52,44,12,0,33,Student6115
62,87,88,35,51,7,Student6116
27,68,27,0,57,38,Student6117
58,67,10,45,15,81,Student6118
88,77,42,76,50,100,Student6119
40,100,84,29,2,32,Student6120
14,32,40,89,87,65,Student6121
87,63,27,45,81,23,Student6122
53,61,43,43,86,69,Student6123
78,66,61,67,71,44,Student6124
58,77,21,85,25,46,Student6125
11,85,6,6,51,23,Student6126
15,82,82,79,6,70,Student6127
88,1,92,59,50,55,Student6128
80,77,52,50,53,38,Student6129
47,93,79,85,65,4,Student6130
50,92,83,27,19,58,Student6131
65,66,30,93,70,34,Student6132
61,69,65,43,67,18,Student6133
33,30,100,55,64,93,Student6134
92,92,39,96,80,53,Student6135
48,98,16,64,74,72,Student6136
85,18,31,9,75,26,Student6137
44,69,17,49,64,7,Student6138
13,88,12,93,83,45,Student6139
82,68,50,10,12,47,Student6140
18,62,59,15,35,57,Student6141
39,97,6,93,96,99,Student6142
35,49,16,83,22,4,Student6143
56,77,62,41,85,87,Student6144
85,54,17,12,88,77,Student6145
82,67,100,75,22,16,Student6146
18,93,14,23,17,83,Student6147
54,95,24,96,57,54,Student6148
17,16,90,10,100,86,Student6149
47,72,10,63,70,37,Student6150
74,76,81,17,22,56,Student6151
99,60,39,29,74,95,Student6152
75,63,61,38,2,41,Student6153
1,45,87,50,84,11,Student6154
0,60,3,3,78,4,Student6155
26,55,81,92,16,70,Student6156
42,18,93,31,96,29,Student6157
48,68,16,47,85,51,Student6158
69,9,21,45,19,10,Student6159
47,44,52,64,77,48,Student6160
96,8,95,29,21,42,Student6161
43,43,94,84,47,62,Student6162
13,26,17,85,80,39,Student6163
76,68,49,17,71,79,Student6164
83,94,0,94,10,92,Student6165
66,1,6,2,0,100,Student6166
73,100,90,58,78,74,Student6167
39,58,25,66,0,70,Student6168
30,82,23,14,68,65,Student6169
61,68,20,42,44,54,Student6170
27,13,99,63,61,76,Student6171
47,46,37,74,64,81,Student6172
71,80,49,14,89,18,Student6173
94,19,51,45,75,75,Student6174
65,49,52,98,70,58,Student6175
28,59,68,63,24,93,Student6176
25,86,32,53,70,21,Student6177
57,68,94,89,43,97,Student6178
88,62,76,98,68,35,Student6179
8,85,58,16,4,85,Student6180
15,17,76,100,100,80,Student6181
17,88,78,96,42,64,Student6182
79,52,55,15,41,56,Student6183
43,69,27,89,46,33,Student6184
21,51,8,72,94,19,Student6185
57,9,74,67,73,42,Student6186
40,4,83,19,45,61,Student6187
22,2,29,28,73,62,Student6188
62,70,36,24,88,11,Student6189
76,54,74,65,21,95,Student6190
66,69,96,26,95,95,Student6191
83,46,72,95,5,98,Student6192
35,78,9,80,5,82,Student6193
0,90,27,9,86,10,Student6194
12,50,56,4,32,36,Student6195
7,23,45,31,38,19,Student6196
35,47,52,68,52,31,Student6197
27,62,72,64,8,86,Student6198
54,78,85,56,64,72,Student6199
14,61,98,19,28,88,Student6200
13,47,52,47,62,40,Student6201
80,33,22,91,92,96,Student6202
29,8,60,51,22,47,Student6203
69,84,37,43,90,61,Student6204
35,31,48,46,88,15,Student6205
89,20,46,75,34,84,Student6206
83,19,52,79,70,42,Student6207
79,79,39,13,77,21,Student6208
55,21,18,52,22,44,Student6209
73,64,57,38,54,22,Student6210
92,46,33,81,81,93,Student6211
54,31,84,80,38,72,Student6212
38,56,98,38,48,43,Student6213
93,21,67,21,72,20,Student6214
92,53,7,4,76,49,Student6215
81,67,42,44,25,53,Student6216
22,10,59,71,33,1,Student6217
57,95,74,17,94,47,Student6218
76,56,46,23,92,9,Student6219
86,24,37,65,85,33,Student6220
23,29,9,50,64,23,Student6221
32,14,94,6,87,41,Student6222
98,8,99,41,100,31,Student6223
27,64,89,28,100,98,Student6224
6,77,18,29,75,66,Student6225
80,91,59,10,4,62,Student6226
96,16,88,2,36,39,Student6227
94,89,78,32,91,72,Student6228
67,2,15,81,26,75,Student6229
97,2,56,92,12,82,Student6230
100,41,74,12,84,89,Student6231
61,97,4,58,60,29,Student6232
21,13,36,35,83,89,Student6233
48,51,82,30,64,96,Student6234
94,93,15,65,16,83,Student6235
81,81,56,57,66,79,Student6236
78,8,53,91,73,95,Student6237
40,5,74,49,65,65,Student6238
41,22,23,35,89,66,Student6239
45,85,81,22,72,76,Student6240
82,84,50,80,28,29,Student6241
76,43,60,82,38,52,Student6242
11,45,97,86,47,69,Student6243
71,47,5,69,6,46,Student6244
31,88,44,64,34,26,Student6245
85,84,49,21,83,89,Student6246
80,27,32,37,18,58,Student6247
31,52,51,17,25,22,Student6248
15,0,48,33,68,70,Student6249
19,71,9,27,37,44,Student6250
65,62,36,33,53,94,Student6251
29,79,92,64,76,89,Student6252
57,35,50,10,36,10,Student6253
41,82,0,30,90,12,Student6254
20,99,25,45,98,18,Student6255
28,8,42,12,85,72,Student6256
67,25,83,41,67,60,Student6257
13,79,26,77,95,63,Student6258
70,60,44,50,39,12,Student6259
35,49,51,60,37,14,Student6260
3,94,45,68,6,42,Student6261
75,15,88,39,46,88,Student6262
25,78,16,81,0,92,Student6263
46,21,47,41,1,37,Student6264
54,39,42,79,91,37,Student6265
89,46,47,100,57,66,Student6266
94,21,73,18,46,45,Student6267
98,19,73,74,81,24,Student6268
99,86,2,70,0,5,Student6269
11,4,48,87,82,99,Student6270
0,59,7,70,29,40,Student6271
31,57,35,25,84,54,Student6272
2,11,97,0,84,71,Student6273
4,93,92,78,73,56,Student6274
90,40,48,33,69,13,Student6275
84,68,84,87,46,33,Student6276
45,77,43,50,15,83,Student6277
98,92,34,23,43,13,Student6278
72,19,46,68,29,51,Student6279
12,56,55,99,73,44,Student6280
19,91,68,69,28,44,Student6281
40,27,6,13,22,43,Student6282
64,32,15,27,86,29,Student6283
68,63,56,91,7,12,Student6284
63,83,92,96,94,83,Student6285
78,49,23,38,68,60,Student6286
22,51,76,36,0,38,Student6287
59,58,83,4,71,10,Student6288
94,30,30,38,59,53,Student6289
79,11,61,11,51,13,Student6290
63,4,64,88,68,2,Student6291
48,56,30,31,56,41,Student6292
56,54,41,29,69,75,Student6293
39,44,31,4,67,26,Student6294
19,1,49,39,58,44,Student6295
87,67,84,10,97,9,Student6296
94,46,2,10,83,27,Student6297
21,52,67,39,99,62,Student6298
44,52,44,77,46,59,Student6299
28,58,89,47,79,20,Student6300
10,40,23,73,90,31,Student6301
7,54,4,34,93,18,Student6302
88,69,64,49,89,66,Student6303
79,80,9,44,55,95,Student6304
43,88,65,28,82,42,Student6305
68,14,86,95,78,15,Student6306
35,48,67,50,13,9,Student6307
54,68,96,61,4,46,Student6308
70,86,42,7,51,55,Student6309
66,92,97,44,9,78,Student6310
12,36,24,48,71,82,Student6311
68,55,39,22,34,7,Student6312
84,64,95,78,57,61,Student6313
27,73,83,62,11,64,Student6314
9,80,2,81,97,64,Student6315
86,54,84,4,42,80,Student6316
63,17,77,17,46,37,Student6317
84,26,27,60,93,92,Student6318
68,84,72,48,1,51,Student6319
58,96,52,19,77,65,Student6320
2,61,23,97,85,30,Student6321
46,91,6,55,78,26,Student6322
19,43,70,70,87,60,Student6323
73,58,9,52,95,7,Student6324
92,38,47,12,67,31,Student6325
53,46,15,65,26,24,Student6326
4,47,95,54,99,23,Student6327
80,62,98,86,59,93,Student6328
44,76,24,43,66,94,Student6329
75,41,5,78,32,46,Student6330
20,22,33,12,39,33,Student6331
65,97,56,33,68,65,Student6332
73,56,40,44,41,41,Student6333
61,8,94,66,21,49,Student6334
85,80,93,39,97,10,Student6335
47,37,43,70,29,1,Student6336
48,89,94,26,94,88,Student6337
74,83,66,65,89,96,Student6338
2,88,100,99,47,24,Student6339
24,21,15,62,78,4,Student6340
37,59,31,83,31,32,Student6341
6,5,53,14,81,89,Student6342
43,82,82,89,56,96,Student6343
4,69,28,89,59,44,Student6344
12,65,34,97,9,11,Student6345
89,25,1,93,48,78,Student6346
78,73,58,35,1,0,Student6347
4,99,100,58,24,31,Student6348
24,76,5,22,71,7,Student6349
21,62,84,29,28,89,Student6350
63,28,5,40,71,56,Student6351
25,35,11,77,33,12,Student6352
14,67,96,51,43,81,Student6353
86,15,2,29,100,38,Student6354
14,59,71,46,44,11,Student6355
18,79,71,31,17,71,Student6356
90,50,17,38,49,97,Student6357
0,24,34,10,82,13,Student6358
12,29,38,69,86,58,Student6359
95,19,47,74,12,85,Student6360
64,17,84,73,69,33,Student6361
71,24,22,12,59,84,Student6362
85,45,29,50,39,48,Student6363
88,64,80,12,53,76,Student6364
31,24,18,82,22,3,Student6365
78,13,6,57,52,64,Student6366
18,89,48,28,20,96,Student6367
51,56,46,39,51,6,Student6368
9,90,75,34,75,49,Student6369
54,92,12,71,73,33,Student6370
88,18,96,81,84,53,Student6371
17,31,15,33,49,89,Student6372
0,14,40,92,33,66,Student6373
38,42,84,62,77,9,Student6374
67,22,17,74,88,69,Student6375
75,38,6,44,45,70,Student6376
62,17,80,31,74,0,Student6377
74,18,11,67,26,30,Student6378
90,63,9,18,59,64,Student6379
12,38,91,89,90,75,Student6380
42,71,61,47,89,19,Student6381
62,85,93,68,12,100,Student6382
18,80,59,89,94,70,Student6383
2,14,56,66,59,74,Student6384
23,79,89,50,92,89,Student6385
79,10,88,87,9,14,Student6386
20,85,23,81,67,67,Student6387
13,36,11,100,50,76,Student6388
14,21,38,72,100,94,Student6389
32,85,93,85,9,65,Student6390
75,84,88,75,91,87,Student6391
53,37,87,97,77,29,Student6392
53,30,91,79,6,76,Student6393
41,22,22,52,100,42,Student6394
97,56,26,24,8,84,Student6395
65,5,0,27,42,34,Student6396
13,43,19,78,24,56,Student6397
59,42,82,13,53,54,Student6398
21,91,82,51,36,50,Student6399
61,87,55,64,33,78,Student6400
11,81,82,43,65,9,Student6401
39,73,85,100,14,35,Student6402
76,77,23,42,31,39,Student6403
42,80,25,84,7,31,Student6404
81,88,68,74,45,87,Student6405
72,87,93,90,36,24,Student6406
57,94,98,41,65,74,Student6407
34,75,23,24,62,13,Student6408
93,67,64,52,51,32,Student6409
96,77,71,11,77,44,Student6410
32,38,24,25,75,88,Student6411
37,93,91,43,71,21,Student6412
97,85,24,21,55,79,Student6413
69,69,54,6,44,36,Student6414
60,1,8,84,13,33,Student6415
76,80,69,27,58,17,Student6416
22,69,3,36,88,98,Student6417
26,77,83,90,56,34,Student6418
32,9,24,48,76,54,Student6419
8,38,7,26,40,74,Student6420
90,36,17,56,42,54,Student6421
9,65,62,63,78,8,Student6422
22,3,22,88,100,74,Student6423
86,24,13,26,58,27,Student6424
30,4,61,12,66,8,Student6425
59,80,52,17,59,10,Student6426
18,66,80,50,100,45,Student6427
25,41,90,71,26,58,Student6428
47,23,100,40,86,44,Student6429
72,36,95,50,13,58,Student6430
58,76,39,68,95,95,Student6431
58,89,44,30,73,41,Student6432
48,6,60,45,85,73,Student6433
12,96,52,91,57,38,Student6434
28,98,85,5,68,39,Student6435
64,10,81,48,78,98,Student6436
50,72,16,31,8,70,Student6437
9,44,28,13,74,61,Student6438
48,51,88,93,44,49,Student6439
0,31,54,86,5,30,Student6440
14,72,29,59,29,59,Student6441
84,91,94,86,97,49,Student6442
73,23,6,80,51,80,Student6443
84,98,75,0,29,33,Student6444
25,77,40,51,42,11,Student6445
41,99,23,89,36,29,Student6446
25,68,94,78,68,60,Student6447
6,30,4,20,55,10,Student6448
94,50,81,81,13,34,Student6449
69,61,74,5,43,72,Student6450
18,51,71,77,50,83,Student6451
17,50,44,11,64,56,Student6452
22,80,26,84,90,64,Student6453
95,65,40,9,92,39,Student6454
79,75,33,8,46,0,Student6455
44,20,67,91,43,35,Student6456
41,84,96,52,13,19,Student6457
4,2,2,83,20,28,Student6458
7,94,30,8,62,6,Student6459
63,32,38,0,52,25,Student6460
50,39,65,16,34,17,Student6461
35,47,96,50,78,86,Student6462
34,26,56,66,67,82,Student6463
32,16,33,100,16,7,Student6464
75,72,85,30,95,15,Student6465
70,78,40,64,37,76,Student6466
53,74,86,34,39,35,Student6467
21,76,73,8,23,30,Student6468
63,13,52,66,76,56,Student6469
6,63,1,66,90,17,Student6470
69,65,35,12,81,0,Student6471
6,15,25,78,92,22,Student6472
90,15,84,85,55,17,Student6473
45,16,38,100,55,8,Student6474
50,99,43,24,42,93,Student6475
30,19,68,27,87,31,Student6476
32,72,57,43,11,85,Student6477
45,26,91,7,45,58,Student6478
50,96,13,67,98,71,Student6479
69,89,2,86,71,36,Student6480
17,99,3,51,61,60,Student6481
32,62,31,92,30,11,Student6482
44,94,9,8,60,42,Student6483
11,55,65,76,98,94,Student6484
97,86,97,45,31,40,Student6485
38,12,13,3,44,81,Student6486
2,50,29,69,17,1,Student6487
64,43,57,44,73,8,Student6488
24,81,39,82,96,84,Student6489
10,89,23,30,61,13,Student6490
41,18,1,13,97,21,Student6491
94,82,1,60,94,0,Student6492
96,55,13,85,28,3,Student6493
65,21,95,15,32,25,Student6494
52,28,97,76,60,79,Student6495
38,72,93,34,99,42,Student6496
55,81,9,8,99,71,Student6497
74,39,57,59,55,87,Student6498
9,42,63,68,43,38,Student6499
90,86,5,77,32,50,Student6500
18,99,23,40,3,67,Student6501
48,74,25,84,34,33,Student6502
27,42,55,31,100,32,Student6503
48,32,13,89,26,59,Student6504
41,4,82,68,90,60,Student6505
98,44,25,18,33,25,Student6506
88,71,83,90,9,16,Student6507
90,62,45,24,2,79,Student6508
